id_sinistro,id_polizza,data_denuncia,tipo_danno,tipo_modulo_cai,regione_sinistro,importo_stimato_perito,importo_indennizzo_liquidato,esito_sinistro,data_offerta,data_accettazione_danneggiato,data_liquidazione
3082,815,2025-08-04,Altri danni ai beni,,Puglia,506.77,,respinto,,,
3083,943,2023-11-27,Altri danni ai beni,,Friuli-Venezia Giulia,2210.61,2019.69,liquidato,2023-12-14,2023-12-29,2024-01-11
3084,2619,2026-03-13,Corpi di veicoli terrestri,,Friuli-Venezia Giulia,4497.41,,aperto,,,
3085,232,2026-01-21,Corpi di veicoli terrestri,,Valle d'Aosta,1492.39,1188.35,liquidato,2026-02-11,2026-02-12,2026-02-27
3086,3201,2025-05-31,RC generale,,Lombardia,13501.79,12685.66,liquidato,2025-07-06,2025-07-08,2025-07-19
3087,2452,2023-05-19,Altri danni ai beni,,Marche,280.36,185.45,liquidato,2023-07-05,2023-07-24,2023-08-02
3088,1289,2026-06-29,Incendio ed elementi naturali,,Liguria,200,0.0,liquidato,2026-07-21,2026-08-10,2026-08-23
3089,4266,2025-12-29,Corpi di veicoli terrestri,,Calabria,2164.19,1671.23,liquidato,2026-01-27,2026-02-09,2026-02-23
3090,1366,2024-12-23,Incendio ed elementi naturali,,Liguria,21684.32,21696.58,liquidato,2025-01-17,2025-01-28,2025-02-03
3091,2746,2023-02-10,Corpi di veicoli terrestri,,Liguria,4300.02,4151.59,liquidato,2023-04-07,2023-04-23,2023-05-01
3092,2192,2025-04-21,Incendio ed elementi naturali,,Marche,23298.96,23643.33,liquidato,2025-05-12,2025-05-26,2025-05-31
3093,3667,2025-05-26,Incendio ed elementi naturali,,Toscana,10024.3,9410.92,liquidato,2025-06-28,2025-07-09,2025-07-20
3094,3218,2026-05-23,Corpi di veicoli terrestri,,Emilia-Romagna,5330.44,,in_contenzioso,2026-07-16,,
3095,3472,2024-09-23,Corpi di veicoli terrestri,,Piemonte,3030.41,2904.49,liquidato,2024-10-22,2024-11-09,2024-11-18
3096,2703,2026-07-31,RC generale,,Veneto,12895.59,12836.18,liquidato,2026-09-19,2026-10-07,2026-10-10
3097,1595,2026-07-13,Corpi di veicoli terrestri,,Lombardia,7506.25,7200.83,liquidato,2026-08-21,2026-08-23,2026-08-29
3098,857,2025-10-31,RC generale,,Abruzzo,15863.29,15996.06,liquidato,2025-11-18,2025-12-03,2025-12-07
3099,1621,2025-06-07,Corpi di veicoli terrestri,,Piemonte,3705.33,3598.62,liquidato,2025-07-22,2025-08-07,2025-08-19
3100,535,2026-08-07,Corpi di veicoli terrestri,,Basilicata,3382.8,3147.73,liquidato,2026-10-03,2026-10-22,2026-11-04
3101,2656,2025-07-30,RC generale,,Sardegna,10512.41,,respinto,,,
3102,3884,2025-08-19,Altri danni ai beni,,Friuli-Venezia Giulia,1052.9,868.49,liquidato,2025-09-22,2025-09-26,2025-10-04
3103,3206,2024-01-19,RC autoveicoli terrestri,unilaterale,Emilia-Romagna,6789.75,6443.11,liquidato,2024-02-13,2024-02-23,2024-03-07
3104,1397,2025-02-08,RC generale,,Friuli-Venezia Giulia,9670.11,9103.39,liquidato,2025-03-29,2025-04-16,2025-04-30
3105,1887,2026-08-13,RC autoveicoli terrestri,congiunto,Emilia-Romagna,3672.24,3622.52,liquidato,2026-08-31,2026-09-05,2026-09-09
3106,548,2024-05-26,Corpi di veicoli terrestri,,Veneto,4443.65,4304.62,liquidato,2024-07-06,2024-07-25,2024-08-01
3107,3381,2023-12-11,Incendio ed elementi naturali,,Liguria,21573.28,20711.15,liquidato,2024-01-26,2024-02-15,2024-02-19
3108,1118,2025-11-16,RC autoveicoli terrestri,congiunto,Friuli-Venezia Giulia,6730.33,,respinto,,,
3109,833,2023-08-18,RC generale,,Lombardia,1280.91,,aperto,,,
3110,2139,2025-02-06,RC autoveicoli terrestri,unilaterale,Sardegna,2942.99,2879.8,liquidato,2025-04-01,2025-04-15,2025-04-25
3111,1469,2024-10-15,Altri danni ai beni,,Lazio,2342.99,2309.31,liquidato,2024-12-02,2024-12-13,2024-12-21
3112,15,2025-07-16,RC generale,,Lazio,11063.17,,respinto,,,
3113,3415,2025-07-07,Incendio ed elementi naturali,,Calabria,13309.1,13205.64,liquidato,2025-08-11,2025-08-18,2025-08-21
3114,317,2026-01-08,Incendio ed elementi naturali,,Molise,17842.81,17660.58,liquidato,2026-02-13,2026-02-28,2026-03-09
3115,1920,2026-06-08,RC generale,,Lombardia,10261.25,,in_contenzioso,2026-07-03,,
3116,2058,2025-01-24,Corpi di veicoli terrestri,,Friuli-Venezia Giulia,4810.35,4468.89,liquidato,2025-02-03,2025-02-10,2025-02-22
3117,2336,2024-03-18,RC generale,,Trentino-Alto Adige,9655.44,9167.93,liquidato,2024-04-02,2024-04-19,2024-04-26
3118,3371,2023-12-03,RC generale,,Basilicata,200,,aperto,,,
3119,1103,2023-09-08,Altri danni ai beni,,Calabria,2043.56,1804.04,liquidato,2023-10-18,2023-10-31,2023-11-13
3120,2911,2026-07-29,Altri danni ai beni,,Sardegna,2104.05,1968.74,liquidato,2026-09-10,2026-09-11,2026-09-17
3121,2538,2023-03-07,Corpi di veicoli terrestri,,Basilicata,4726.56,4515.87,liquidato,2023-04-18,2023-04-24,2023-04-27
3122,3887,2026-05-25,Incendio ed elementi naturali,,Abruzzo,9514.17,9246.76,liquidato,2026-06-13,2026-06-30,2026-07-11
3123,3,2024-08-20,RC autoveicoli terrestri,congiunto,Friuli-Venezia Giulia,5218.56,,aperto,,,
3124,3439,2025-03-11,RC generale,,Liguria,8226.59,7820.27,liquidato,2025-04-13,2025-04-14,2025-04-20
3125,2764,2025-04-09,RC generale,,Abruzzo,10483.57,10060.86,liquidato,2025-05-02,2025-05-12,2025-03-10
3126,158,2025-04-02,RC generale,,Basilicata,3429.26,,aperto,,,
3127,2414,2025-01-04,Incendio ed elementi naturali,,Liguria,14723.33,14495.35,liquidato,2025-02-27,2025-03-17,2025-03-22
3128,250,2025-05-20,RC autoveicoli terrestri,congiunto,Piemonte,7886.82,7577.29,liquidato,2025-06-12,2025-06-30,2025-07-14
3129,3893,2026-08-11,Altri danni ai beni,,Trentino-Alto Adige,1624.02,,aperto,,,
3130,2979,2025-07-02,Altri danni ai beni,,Marche,1389.83,1170.0,liquidato,2025-08-31,2025-09-03,2025-09-16
3131,3835,2025-07-07,RC generale,,Emilia-Romagna,11361.92,,in_contenzioso,2025-08-16,,
3132,344,2025-03-22,Altri danni ai beni,,Lazio,1092.26,976.75,liquidato,2025-04-16,2025-05-02,2025-05-08
3133,941,2025-12-23,Incendio ed elementi naturali,,Liguria,18452.98,17474.74,liquidato,2026-01-07,2026-01-24,2026-01-30
3134,4290,2024-01-23,Corpi di veicoli terrestri,,Trentino-Alto Adige,2166.66,,respinto,,,
3135,3217,2025-06-12,Corpi di veicoli terrestri,,Molise,3575.87,2991.37,liquidato,2025-06-25,2025-06-29,2025-07-10
3136,3907,2026-01-06,RC generale,,Friuli-Venezia Giulia,10664.46,10492.79,liquidato,2026-03-06,2026-03-10,2026-03-17
3137,525,2026-03-10,Incendio ed elementi naturali,,Sicilia,17890.29,18044.2,liquidato,2026-05-02,2026-05-17,2026-06-01
3138,2563,2025-05-01,Altri danni ai beni,,Campania,1146.25,970.97,liquidato,2025-06-26,2025-07-09,2025-07-20
3139,218,2025-12-22,Incendio ed elementi naturali,,Lazio,19768.19,,aperto,,,
3140,1557,2026-08-05,Corpi di veicoli terrestri,,Campania,3230.54,3088.11,liquidato,2026-09-27,2026-09-30,2026-10-12
3141,741,2024-09-03,Corpi di veicoli terrestri,,Basilicata,4080.01,3556.22,liquidato,2024-10-01,2024-10-20,2024-10-29
3142,2118,2024-09-13,Incendio ed elementi naturali,,Piemonte,11651.62,11404.79,liquidato,2024-10-05,2024-10-24,2024-10-29
3143,2185,2023-08-13,RC generale,,Abruzzo,7702.61,7558.86,liquidato,2023-09-14,2023-09-23,2023-10-06
3144,241,2026-05-14,Corpi di veicoli terrestri,,Emilia-Romagna,200,0.0,liquidato,2026-06-01,2026-06-11,2026-06-25
3145,1974,2026-06-24,Corpi di veicoli terrestri,,Puglia,3477.77,3250.52,liquidato,2026-08-10,2026-08-30,2026-06-11
3146,2140,2024-07-14,RC generale,,Trentino-Alto Adige,4830.36,4795.39,liquidato,2024-08-24,2024-09-11,2024-09-24
3147,1529,2023-11-23,Altri danni ai beni,,Friuli-Venezia Giulia,2076.52,1948.82,liquidato,2024-01-11,2024-01-16,2024-01-28
3148,2719,2026-05-19,RC autoveicoli terrestri,congiunto,Sardegna,12844.77,12624.78,liquidato,2026-06-04,2026-06-09,2026-06-15
3149,228,2025-07-24,RC generale,,Piemonte,11860.67,,in_contenzioso,2025-09-02,,
3150,1028,2026-01-06,RC autoveicoli terrestri,congiunto,Liguria,9041.04,9142.75,liquidato,2026-02-02,2026-02-04,2026-02-19
3151,3965,2026-04-23,Incendio ed elementi naturali,,Marche,4548.87,,aperto,,,
3152,987,2024-07-11,Incendio ed elementi naturali,,Emilia-Romagna,8404.48,8098.23,liquidato,2024-08-01,2024-08-07,2024-08-22
3153,1871,2026-05-13,Incendio ed elementi naturali,,Campania,10060.02,9508.26,liquidato,2026-06-15,2026-06-17,2026-06-20
3154,1466,2025-12-06,Incendio ed elementi naturali,,Trentino-Alto Adige,12632.5,12198.37,liquidato,2026-01-04,2026-01-11,2026-01-19
3155,1738,2024-11-22,Corpi di veicoli terrestri,,Puglia,200,49.93,liquidato,2024-12-27,2025-01-16,2025-01-22
3156,1015,2026-06-02,Altri danni ai beni,,Emilia-Romagna,2031.54,1909.31,liquidato,2026-07-15,2026-07-23,2026-07-30
3157,3832,2026-04-07,Corpi di veicoli terrestri,,Veneto,3561.22,3370.8,liquidato,2026-04-30,2026-05-10,2026-05-24
3158,297,2024-04-14,Altri danni ai beni,,Valle d'Aosta,847.42,734.01,liquidato,2024-05-13,2024-06-01,2024-06-08
3159,1193,2024-11-04,Altri danni ai beni,,Sardegna,1461.54,1334.25,liquidato,2024-12-13,2024-12-25,2025-01-03
3160,1401,2025-07-29,Altri danni ai beni,,Veneto,1797.87,1594.42,liquidato,2025-08-09,2025-08-11,2025-08-24
3161,3171,2024-01-31,Corpi di veicoli terrestri,,Valle d'Aosta,5154.2,,respinto,,,
3162,3513,2024-07-25,Incendio ed elementi naturali,,Molise,7328.89,,respinto,,,
3163,1054,2025-09-20,RC generale,,Lombardia,3609.51,3196.81,liquidato,2025-11-12,2025-11-27,2025-12-02
3164,2770,2025-12-21,RC autoveicoli terrestri,congiunto,Toscana,3003.27,,aperto,,,
3165,3547,2026-06-06,RC generale,,Sicilia,200,0.0,liquidato,2026-06-27,2026-07-16,2026-07-31
3166,3705,2025-12-08,Altri danni ai beni,,Marche,1818.41,1747.77,liquidato,2026-01-09,2026-01-21,2026-01-25
3167,4202,2025-11-27,RC autoveicoli terrestri,congiunto,Molise,3069.73,2985.1,liquidato,2025-12-10,2025-12-25,2026-01-02
3168,637,2023-05-16,RC generale,,Piemonte,5059.58,4783.46,liquidato,2023-05-31,2023-06-01,2023-06-15
3169,888,2024-12-03,RC autoveicoli terrestri,congiunto,Veneto,8449.8,8250.72,liquidato,2024-12-14,2024-12-17,2024-12-25
3170,2323,2025-04-18,Incendio ed elementi naturali,,Lazio,14565.07,14708.96,liquidato,2025-05-25,2025-05-27,2025-05-30
3171,3764,2026-08-03,Altri danni ai beni,,Veneto,2834.14,2692.63,liquidato,2026-08-18,2026-09-06,2026-09-17
3172,1632,2024-01-05,RC autoveicoli terrestri,congiunto,Sardegna,2794.03,2833.17,liquidato,2024-01-23,2024-01-28,2024-02-11
3173,2518,2026-05-21,RC autoveicoli terrestri,congiunto,Toscana,4011.64,3758.13,liquidato,2026-06-01,2026-06-21,2026-06-26
3174,156,2026-05-07,RC generale,,Molise,5843.92,5651.92,liquidato,2026-06-20,2026-06-27,2026-06-30
3175,2798,2025-08-22,Altri danni ai beni,,Campania,1610.26,1543.6,liquidato,2025-10-04,2025-10-15,2025-10-18
3176,2296,2026-06-27,Corpi di veicoli terrestri,,Lazio,3828.55,3531.96,liquidato,2026-08-02,2026-08-22,2026-09-01
3177,610,2026-06-07,Altri danni ai beni,,Puglia,2689.21,2523.78,liquidato,2026-07-31,2026-08-04,2026-08-18
3178,2371,2024-08-11,RC generale,,Lombardia,1372.67,851.93,liquidato,2024-10-02,2024-10-03,2024-10-07
3179,4089,2024-03-06,Incendio ed elementi naturali,,Trentino-Alto Adige,789.38,0.0,liquidato,2024-03-21,2024-04-01,2024-04-04
3180,3789,2023-12-26,RC autoveicoli terrestri,unilaterale,Abruzzo,12519.76,12653.04,liquidato,2024-02-24,2024-03-01,2024-03-10
3181,2607,2025-04-16,Altri danni ai beni,,Emilia-Romagna,2162.08,1925.6,liquidato,2025-05-27,2025-06-08,2025-06-19
3182,1201,2024-07-26,RC generale,,Lazio,7754.82,7410.47,liquidato,2024-08-05,2024-08-22,2024-08-30
3183,1381,2023-07-26,Altri danni ai beni,,Trentino-Alto Adige,1830.22,,respinto,,,
3184,2777,2026-08-20,Incendio ed elementi naturali,,Piemonte,14480.48,,aperto,,,
3185,2814,2025-08-01,Altri danni ai beni,,Toscana,1335.85,,in_contenzioso,2025-09-24,,
3186,423,2026-03-07,RC generale,,Liguria,12833.53,,aperto,,,
3187,1165,2025-09-01,Corpi di veicoli terrestri,,Lombardia,2693.45,,aperto,,,
3188,1961,2024-01-14,RC generale,,Marche,7535.79,,in_contenzioso,2024-02-04,,
3189,1449,2026-03-26,Altri danni ai beni,,Molise,1943.37,1848.74,liquidato,2026-05-16,2026-05-18,2026-05-21
3190,4280,2026-03-23,Incendio ed elementi naturali,,Sardegna,20382.58,,aperto,,,
3191,1349,2024-05-19,Incendio ed elementi naturali,,Marche,17905.84,,respinto,,,
3192,2523,2026-05-28,RC generale,,Lombardia,16920.57,16982.78,liquidato,2026-07-06,2026-07-23,2026-07-30
3193,1862,2026-04-14,Incendio ed elementi naturali,,Sicilia,15131.41,14937.27,liquidato,2026-04-26,2026-05-03,2026-05-11
3194,3827,2026-01-12,RC generale,,Calabria,9229.54,8607.66,liquidato,2026-03-07,2026-03-11,2026-03-18
3195,2595,2024-02-20,RC generale,,Sardegna,10549.33,,respinto,,,
3196,40,2024-07-01,RC generale,,Molise,10700.2,10205.93,liquidato,2024-07-18,2024-07-28,2024-08-04
3197,3981,2025-09-24,RC autoveicoli terrestri,unilaterale,Calabria,5721.83,,respinto,,,
3198,108,2024-12-08,Altri danni ai beni,,Molise,1093.3,882.9,liquidato,2025-01-25,2025-02-06,2025-02-16
3199,2109,2025-11-08,Incendio ed elementi naturali,,Molise,,6995.35,liquidato,2025-11-26,2025-12-07,2025-12-15
3200,2989,2025-07-24,RC generale,,Calabria,15890.88,15774.76,liquidato,2025-09-03,2025-09-06,2025-09-14
3201,1389,2024-10-21,Corpi di veicoli terrestri,,Sardegna,4106.75,3875.93,liquidato,2024-11-28,2024-12-08,2024-12-19
3202,2249,2026-06-12,Corpi di veicoli terrestri,,Veneto,5189.88,4869.78,liquidato,2026-07-03,2026-07-13,2026-07-24
3203,2751,2025-10-26,RC generale,,Emilia-Romagna,10364.63,10172.32,liquidato,2025-11-15,2025-11-28,2025-12-11
3204,1294,2024-07-01,RC generale,,Molise,2988.13,2709.81,liquidato,2024-08-12,2024-08-13,2024-08-20
3205,1047,2024-08-18,RC generale,,Friuli-Venezia Giulia,9665.06,,aperto,,,
3206,141,2026-07-31,RC generale,,Umbria,6875.92,,respinto,,,
3207,2001,2024-07-24,Incendio ed elementi naturali,,Piemonte,5782.87,5253.71,liquidato,2024-09-09,2024-09-23,2024-10-04
3208,1646,2025-05-09,RC autoveicoli terrestri,congiunto,Puglia,4126.26,,respinto,,,
3209,707,2026-05-09,RC autoveicoli terrestri,congiunto,Puglia,6370.53,,respinto,,,
3210,266,2023-03-28,Altri danni ai beni,,Sardegna,3193.97,2978.34,liquidato,2023-04-22,2023-05-02,2023-05-16
3211,2108,2026-08-14,Corpi di veicoli terrestri,,Lazio,1725.98,1534.95,liquidato,2026-10-04,2026-10-07,2026-10-10
3212,117,2024-08-02,RC autoveicoli terrestri,unilaterale,Liguria,9564.53,9114.06,liquidato,2024-08-14,2024-08-28,2024-09-12
3213,735,2025-06-09,RC autoveicoli terrestri,congiunto,Calabria,6277.36,6039.73,liquidato,2025-07-02,2025-07-15,2025-07-21
3214,1242,2024-04-23,Corpi di veicoli terrestri,,Calabria,6126.36,,in_contenzioso,2024-06-18,,
3215,3976,2026-04-21,Incendio ed elementi naturali,,Toscana,8299.95,7802.98,liquidato,2026-05-21,2026-06-01,2026-06-08
3216,1993,2023-12-12,Incendio ed elementi naturali,,Umbria,17942.87,,aperto,,,
3217,2927,2025-05-03,Corpi di veicoli terrestri,,Valle d'Aosta,200,,in_contenzioso,2025-05-19,,
3218,204,2026-08-16,Corpi di veicoli terrestri,,Marche,1469.89,996.94,liquidato,2026-09-21,2026-10-07,2026-10-21
3219,2337,2025-11-02,Incendio ed elementi naturali,,Veneto,14877.51,,in_contenzioso,2025-12-10,,
3220,451,2025-10-15,Altri danni ai beni,,Liguria,1633.98,,aperto,,,
3221,1926,2026-08-11,Corpi di veicoli terrestri,,Valle d'Aosta,4461.15,4245.97,liquidato,2026-08-27,2026-08-30,2026-07-23
3222,2331,2024-01-13,Incendio ed elementi naturali,,Sardegna,14561.1,14059.21,liquidato,2024-01-27,2024-01-31,2024-02-03
3223,223,2024-10-04,Incendio ed elementi naturali,,Sicilia,19690.15,,respinto,,,
3224,2728,2025-12-27,Incendio ed elementi naturali,,Valle d'Aosta,17474.17,17191.82,liquidato,2026-01-07,2026-01-20,2026-02-01
3225,53,2024-05-02,Altri danni ai beni,,Toscana,2139.35,,aperto,,,
3226,1988,2025-03-23,RC generale,,Emilia-Romagna,10651.86,10684.07,liquidato,2025-05-17,2025-06-02,2025-06-13
3227,581,2025-01-18,RC generale,,Piemonte,5273.46,4827.88,liquidato,2025-03-11,2025-03-25,2025-04-09
3228,4100,2023-05-17,Altri danni ai beni,,Basilicata,1788.21,1683.97,liquidato,2023-06-22,2023-07-08,2023-07-19
3229,23,2024-08-18,RC generale,,Veneto,12993.32,,respinto,,,
3230,768,2026-08-21,Incendio ed elementi naturali,,Molise,8639.31,8630.53,liquidato,2026-10-10,2026-10-21,2026-10-26
3231,1138,2024-09-02,Corpi di veicoli terrestri,,Umbria,3709.18,,in_contenzioso,2024-11-01,,
3232,3655,2025-06-19,RC autoveicoli terrestri,unilaterale,Calabria,3175.69,3186.67,liquidato,2025-07-28,2025-08-14,2025-08-29
3233,3279,2024-11-13,RC autoveicoli terrestri,unilaterale,Trentino-Alto Adige,2192.18,1986.02,liquidato,2025-01-04,2025-01-23,2025-02-02
3234,1925,2024-08-20,Altri danni ai beni,,Lombardia,1040.51,839.74,liquidato,2024-09-21,2024-10-07,2024-10-10
3235,1822,2023-10-11,RC autoveicoli terrestri,unilaterale,Sicilia,,,in_contenzioso,2023-11-14,,
3236,2373,2023-03-20,Altri danni ai beni,,Veneto,1762.38,1607.38,liquidato,2023-04-11,2023-04-16,2023-05-01
3237,1052,2024-01-25,Corpi di veicoli terrestri,,Basilicata,2678.22,2123.57,liquidato,2024-03-03,2024-03-10,2024-03-25
3238,2064,2026-08-02,Altri danni ai beni,,Sardegna,1221.93,1095.76,liquidato,2026-10-01,2026-10-14,2026-10-27
3239,2568,2026-05-07,RC autoveicoli terrestri,unilaterale,Toscana,9694.31,9974.38,liquidato,2026-06-04,2026-06-17,2026-06-20
3240,3551,2025-02-18,Altri danni ai beni,,Sicilia,200,97.54,liquidato,2025-03-31,2025-04-09,2025-04-15
3241,3317,2026-04-29,RC autoveicoli terrestri,congiunto,Trentino-Alto Adige,4474.04,4258.33,liquidato,2026-05-19,2026-06-08,2026-06-19
3242,204,2026-05-09,Corpi di veicoli terrestri,,Valle d'Aosta,5576.73,5067.96,liquidato,2026-06-25,2026-07-03,2026-07-12
3243,1900,2023-09-07,Incendio ed elementi naturali,,Emilia-Romagna,200,0.0,liquidato,2023-09-26,2023-09-29,2023-10-13
3244,2758,2026-05-27,Corpi di veicoli terrestri,,Sicilia,4893.82,,aperto,,,
3245,1912,2025-03-29,Corpi di veicoli terrestri,,Lazio,1909.16,,aperto,,,
3246,619,2026-01-11,RC autoveicoli terrestri,unilaterale,Abruzzo,9441.83,9529.11,liquidato,2026-02-10,2026-02-17,2026-02-28
3247,1401,2025-04-06,Altri danni ai beni,,Sicilia,1206.42,1019.68,liquidato,2025-05-03,2025-05-23,2025-06-04
3248,389,2024-12-23,RC generale,,Toscana,11824.61,11844.02,liquidato,2025-01-11,2025-01-16,2025-01-25
3249,3824,2025-09-04,Corpi di veicoli terrestri,,Liguria,2735.18,2206.35,liquidato,2025-10-20,2025-10-22,2025-11-03
3250,4217,2024-03-27,Corpi di veicoli terrestri,,Basilicata,3494.98,3213.24,liquidato,2024-04-14,2024-04-17,2024-04-30
3251,49,2023-07-21,RC generale,,Friuli-Venezia Giulia,200,0.0,liquidato,2023-09-14,2023-09-15,2023-09-28
3252,3501,2023-09-04,RC autoveicoli terrestri,congiunto,Abruzzo,10109.82,,in_contenzioso,2023-09-27,,
3253,1207,2025-09-08,RC autoveicoli terrestri,congiunto,Liguria,4580.78,4199.22,liquidato,2025-10-02,2025-10-13,2025-10-25
3254,2918,2024-12-18,Altri danni ai beni,,Emilia-Romagna,1398.1,,respinto,,,
3255,2597,2023-09-23,RC autoveicoli terrestri,congiunto,Sardegna,6438.4,6342.0,liquidato,2023-10-21,2023-11-03,2023-11-13
3256,3273,2023-03-06,Incendio ed elementi naturali,,Sardegna,13642.24,12782.55,liquidato,2023-03-21,2023-03-30,2023-04-12
3257,231,2023-06-15,RC generale,,Campania,9381.61,8854.26,liquidato,2023-07-13,2023-07-23,2023-08-06
3258,3574,2024-05-11,RC autoveicoli terrestri,unilaterale,Liguria,4530.9,4267.03,liquidato,2024-05-25,2024-06-11,2024-06-18
3259,846,2026-02-16,RC autoveicoli terrestri,congiunto,Lazio,7477.6,,in_contenzioso,2026-03-02,,
3260,2491,2026-05-31,Corpi di veicoli terrestri,,Lombardia,4169.13,3737.96,liquidato,2026-06-22,2026-06-30,2026-07-06
3261,2982,2025-04-09,Incendio ed elementi naturali,,Piemonte,12300.18,11440.19,liquidato,2025-04-27,2025-04-28,2025-05-12
3262,1058,2025-01-02,Incendio ed elementi naturali,,Trentino-Alto Adige,9743.23,8720.67,liquidato,2025-02-12,2025-02-13,2025-02-16
3263,1411,2026-07-04,RC autoveicoli terrestri,unilaterale,Piemonte,5206.03,5070.0,liquidato,2026-07-31,2026-08-20,2026-08-31
3264,944,2025-12-03,Incendio ed elementi naturali,,Sardegna,5859.32,4801.68,liquidato,2026-01-05,2026-01-17,2026-01-22
3265,3250,2025-11-05,RC autoveicoli terrestri,congiunto,Abruzzo,928.22,,aperto,,,
3266,89,2025-10-23,RC generale,,Marche,14878.9,,aperto,,,
3267,4092,2024-01-02,Altri danni ai beni,,Toscana,3347.94,,respinto,,,
3268,3384,2026-08-23,RC autoveicoli terrestri,unilaterale,Basilicata,6610.11,,respinto,,,
3269,2832,2023-08-23,Corpi di veicoli terrestri,,Trentino-Alto Adige,4461.98,4209.94,liquidato,2023-10-05,2023-10-10,2023-10-13
3270,765,2025-07-10,Altri danni ai beni,,Valle d'Aosta,2128.96,,respinto,,,
3271,363,2024-12-29,Corpi di veicoli terrestri,,Calabria,2019.02,1715.75,liquidato,2025-02-14,2025-03-01,2025-03-07
3272,1985,2026-08-02,RC generale,,Valle d'Aosta,15255.03,,aperto,,,
3273,4176,2026-07-09,Incendio ed elementi naturali,,Lombardia,16867.38,10017.28,liquidato,2026-08-01,2026-08-12,2026-08-27
3274,3756,2026-06-20,RC generale,,Abruzzo,4714.93,,aperto,,,
3275,3522,2026-04-14,Incendio ed elementi naturali,,Friuli-Venezia Giulia,16623.08,,aperto,,,
3276,1555,2026-08-22,RC autoveicoli terrestri,unilaterale,Campania,4156.47,3869.68,liquidato,2026-10-17,2026-11-02,2026-11-16
3277,2702,2024-05-16,Altri danni ai beni,,Marche,1870.02,1667.67,liquidato,2024-07-07,2024-07-09,2024-05-11
3278,741,2024-07-10,Corpi di veicoli terrestri,,Basilicata,4944.31,,respinto,,,
3279,1792,2025-09-15,Incendio ed elementi naturali,,Trentino-Alto Adige,10949.57,,respinto,,,
3280,2292,2024-07-25,Incendio ed elementi naturali,,Puglia,13932.84,13552.93,liquidato,2024-08-27,2024-09-01,2024-09-10
3281,2095,2024-10-26,RC autoveicoli terrestri,unilaterale,Valle d'Aosta,8605.09,,respinto,,,
3282,1573,2024-07-24,RC autoveicoli terrestri,congiunto,Abruzzo,6394.0,6282.76,liquidato,2024-08-18,2024-08-23,2024-09-07
